"age","gender","height_cm","weight_kg","body.fat_.","diastolic","systolic","gripForce","sit.and.bend.forward_cm","sit.ups.counts","broad.jump_cm"
24,"0",158,46.1,1,1,1,22.1,21.4,32,149
21,"1",175.1,71.5,1,1,1,33,10.3,26,182
54,"1",170.1,78.1,1,1,1,50.3,17.5,28,187
62,"1",168.6,95,2,1,2,43.7,3.7,8,147
41,"1",179.2,77.3,1,1,1,46.9,5.8,46,215
23,"1",172.2,79.74,0,1,2,46.5,13,60,218
61,"1",158.6,43.2,0,0,0,22.7,10.3,26,130
26,"0",157.9,60.2,2,0,1,37.2,24.9,34,178
21,"0",159.6,49.1,1,1,1,22.5,25.2,43,173
40,"1",171.4,72.8,1,1,1,47.2,21,46,220
34,"0",167.6,60,1,1,0,20.1,20.3,39,137
57,"1",165.8,76.9,1,1,0,45,12,24,180
21,"1",176.9,78.76,2,1,1,35.1,-5.1,36,182
26,"0",159.5,53.4,1,1,0,26.7,21.1,55,183
51,"1",175.5,76.1,1,1,1,54,19.6,35,222
23,"0",155.1,53.5,2,0,0,17.6,6,4,106
37,"1",169.4,73.3,0,1,2,48.9,10.9,48,242
43,"1",174.9,63,1,0,0,45.6,15.9,38,231
50,"0",164.8,64.1,2,1,2,37.4,21.6,26,156
61,"0",151.3,50.9,1,1,1,21.7,22.8,18,142
27,"1",170.2,76.3,1,1,1,48.1,8,49,204
51,"1",168,74.9,1,1,1,44.9,4.1,29,211
25,"1",181.7,74.8,0,1,1,46.8,6.1,57,253
29,"1",175.2,85.4,1,1,2,51.1,16.8,54,253
24,"0",163,61.34,2,1,0,20.2,24.5,9,150
22,"1",169.2,56.3,0,0,0,33.2,8.4,62,209
63,"0",161.6,77,2,1,0,19.3,8.4,17,147
34,"1",171.6,65.6,1,1,2,43.6,18.3,43,120
56,"0",157,59.6,1,1,0,21.4,17.2,10,167
46,"1",179.9,79.1,1,1,2,4.4,15.4,60,237
57,"0",151.3,60,2,0,1,23.9,16.2,8,155
23,"1",159.3,60,1,1,2,26.3,13.1,21,250
46,"0",161.6,54.8,1,1,0,19.6,22.8,15,129
58,"1",168.6,64,1,1,2,40.4,20.1,37,209
46,"0",157.7,52.5,2,0,0,23,12.6,8,138
62,"0",155.1,55.6,1,1,1,28.5,18.5,25,126
23,"1",181,93.2,1,1,1,56.8,25.5,52,214
22,"0",165.8,55.4,1,1,0,21.8,8.7,31,152
37,"1",165,86.9,1,0,0,42.7,17.3,51,242
29,"0",164.1,52.54,1,1,0,32.6,31.3,40,172
56,"1",173.6,77.4,1,1,1,42.1,8.2,30,206
55,"1",162.3,65.5,2,2,2,40.6,11.9,23,162
40,"1",187.3,90.3,1,0,0,59.2,7.5,27,220
54,"1",161.4,63,1,1,1,39.7,17.7,39,205
28,"1",171.2,74.1,1,1,1,37.3,9.9,51,197
22,"1",172.6,70.2,1,0,1,43,14.5,48,211
23,"1",175,78.7,1,1,1,44.6,2.4,44,193
48,"0",161.3,77.4,2,0,0,36.4,7.5,30,160
28,"0",159.6,61.7,1,1,1,29.1,22.5,25,153
22,"0",167.1,53.7,1,1,1,26.7,23.9,8,172
43,"1",162.6,70.4,1,1,1,27.6,5,40,190
48,"0",156.7,60.6,2,1,2,28.2,24.1,32,153
37,"0",157.8,75.7,2,1,1,30.9,13.6,15,126
25,"1",168.8,70.6,1,1,2,45.2,13.5,41,200
30,"1",168.2,76.6,1,0,0,47.8,4.6,55,227
23,"1",185.1,75.4,0,1,1,52.7,19.4,66,238
26,"0",166.9,64.8,1,1,1,35,23.2,44,171
21,"0",163.8,58.2,1,1,2,24.6,19.6,41,175
24,"1",164.2,61.7,0,0,0,48.6,8.4,58,224
29,"1",177.3,68.7,1,1,1,39.7,-10.2,33,168
60,"1",167.2,72.1,1,1,2,39,7.1,44,170
22,"1",176.9,75.3,1,1,2,47.9,16.7,61,228
41,"0",157.5,50.8,1,1,1,26.1,22,36,171
28,"1",173.7,70.74,1,1,1,42.9,18.7,67,261
29,"1",189.8,87.9,0,1,2,49.6,20.4,55,235
25,"0",165.1,54.1,2,1,1,21.9,17.2,30,160
22,"1",185,89.3,1,1,1,39.3,18.1,43,224
21,"0",167.8,57.4,1,0,0,27.5,21.8,51,186
28,"1",171.8,64.7,0,1,1,46.9,19.7,54,230
51,"0",157.6,52,2,1,1,25.6,11.8,15,155
51,"0",154,49.5,1,0,0,21,14.5,32,133
44,"1",163.7,58.4,0,1,0,50,18.4,50,221
41,"1",168,65.5,1,1,0,43.1,17,56,236
29,"0",163.2,54.1,1,1,1,32.3,12.1,19,168
57,"0",158.4,65.4,2,1,1,15,9.1,12,144
48,"0",159.9,58.8,1,1,1,31,24.2,34,141
29,"1",179.3,82.6,0,0,1,51.7,16.6,76,283
30,"0",155.7,52,2,1,0,20.1,10.6,33,160
64,"1",170,84.1,1,1,2,41,10.1,28,181
26,"0",164.6,56,1,0,0,28.1,21.9,50,185
30,"1",170,69.4,1,0,0,39.7,14.3,48,219
58,"0",162.5,50,2,0,0,27.6,24,17,145
54,"0",160.6,53.82,1,0,1,28.9,17.4,31,132
50,"0",163.6,63,2,1,1,28.4,17.9,40,185
38,"0",159,53.3,1,0,1,26.9,22.5,34,165
40,"1",175.1,65.9,1,1,1,47.9,16.5,35,219
59,"1",169.4,65.4,1,1,1,41,19.1,27,195
43,"1",175.9,90,1,1,2,50.7,0,33,221
31,"1",175.3,72.9,1,1,1,45.6,19,51,241
40,"1",171.4,73.9,1,1,2,42.9,15.8,37,202
29,"0",167.8,61.1,1,0,0,23.2,16.6,35,155
42,"0",160,64.6,1,1,0,37.3,24.1,49,172
25,"1",180.8,73.8,0,1,1,53.6,16.4,45,255
24,"1",185.9,73,1,1,1,39.1,9.8,36,218
23,"1",187.3,76.8,0,0,0,48.9,0.3,38,237
30,"1",174,77,0,1,1,50,21.2,50,229
26,"1",169.2,70.8,0,1,1,48.6,15.3,55,260
32,"1",174.2,74.3,1,1,0,51,16.5,51,215
21,"1",176.5,78.8,1,1,2,33.1,10.6,61,165
35,"1",166.2,67.1,1,1,2,43.1,18.3,45,240
30,"1",174.1,70.8,1,1,0,39.4,11.9,35,205
38,"0",156.8,49.8,1,1,0,25.5,17.2,26,158
23,"1",169.9,80.3,1,1,2,47.9,12.6,51,222
36,"1",170,73.5,1,0,0,41.7,24.7,42,213
41,"1",178.3,75.4,0,1,2,44.1,19.3,63,241
21,"1",179.2,79.8,1,1,1,42.8,11,56,227
35,"1",158,61.9,1,1,0,51.8,8.3,46,194
33,"1",176.1,74.3,0,1,1,37.5,10.2,53,227
48,"1",163.9,66.2,2,1,2,40,2.1,26,196
40,"0",175.6,60.4,1,1,2,28.7,13,38,195
64,"1",173.5,68.4,1,1,2,36.4,18.2,40,178
41,"1",171,74,1,0,1,48.8,15.9,54,223
40,"1",175.5,82.5,1,1,0,54.5,18.2,48,217
54,"1",164.8,69.1,1,1,1,40.3,12.3,39,190
23,"0",163,49.6,1,0,0,30,27.4,39,187
64,"1",167.4,68.1,1,1,0,34.9,13.3,34,184
50,"0",164.4,58.8,1,1,2,32.9,17.6,29,145
23,"1",176.2,85.9,1,1,2,38.8,3.7,58,246
29,"0",159.5,47,1,1,2,30.5,19.1,39,166
25,"1",176.9,78.3,1,1,1,54.1,17.4,62,235
60,"1",165.7,70.4,1,1,2,43.2,14.5,37,210
39,"1",170.7,71,1,0,0,38.1,21,58,203
30,"1",182.8,81.2,1,1,1,47.3,10.3,48,225
52,"1",170.6,69.5,0,0,0,28.4,12.3,30,170
34,"1",183.7,79.8,1,1,2,55.6,18.7,49,255
52,"1",172.6,76.4,1,1,1,36.4,16.3,40,184
58,"0",154.6,53.5,2,1,1,22.8,21.7,18,121
26,"0",166,73.6,2,1,0,31,17.7,34,149
27,"1",183,62,0,1,1,46.5,7.6,43,235
21,"0",154.9,75.16,2,1,1,21.6,20.8,31,140
27,"1",174.9,71.4,1,1,1,41.4,19.5,44,234
26,"1",176.5,70.6,1,1,1,38.1,4.9,35,200
58,"1",177.5,73.6,1,2,2,42.2,17.1,35,208
22,"1",166,61.9,0,1,1,39.2,0.1,50,218
38,"1",175.5,78.4,1,1,1,53,16.9,51,238
21,"1",176.7,80.9,1,1,1,44.7,13.9,52,219
36,"1",173.7,65.9,0,1,2,47.1,14.8,50,241
34,"1",166.8,63,1,1,1,44.5,18.3,65,241
25,"1",176.8,70.3,0,0,0,49,26.7,58,251
45,"0",164.4,56.3,1,1,2,25.8,12.4,22,162
22,"1",171,70.6,0,1,1,40.7,5.7,40,230
51,"1",170,71.8,1,1,2,39.6,8.5,48,197
48,"1",181.2,80.2,0,1,1,46.6,20.5,53,233
26,"1",173.8,81.5,2,1,2,37.7,0.8,38,196
31,"1",166.4,64.7,0,0,1,50.9,11.1,50,223
23,"0",173.2,66.7,1,0,0,31.4,34.7,47,180
62,"0",148.7,52.6,2,0,1,25.3,12.7,18,101
48,"1",169.6,69.6,1,1,2,37.8,15.8,37,202
60,"0",158.9,56.3,1,1,2,17.6,11.4,3,135
39,"1",177.1,79.6,1,1,2,52.9,0.7,61,212
31,"1",176,78.4,1,1,1,52.1,20.9,52,240
26,"1",177.8,74.4,1,1,1,40.3,9.4,43,234
26,"1",176.8,85.9,1,1,2,36.1,12.6,40,212
22,"0",164.7,49.8,1,1,1,29.5,22.7,37,164
59,"1",173.5,74.8,1,0,1,49.7,17.9,49,198
35,"1",162.6,52.9,1,1,0,24.3,5.5,28,103
23,"1",170,75.7,1,1,1,53.6,18.4,58,220
49,"1",177.2,83,1,1,2,40.2,14.9,50,203
27,"0",168.7,53.7,1,0,0,27.9,18.8,36,156
56,"0",153.6,47.7,1,1,1,21.4,20.4,22,154
44,"0",149.9,60.4,2,1,1,15.4,-0.1,20,63
62,"1",166.2,65.5,1,1,2,29.2,19.8,33,181
53,"0",159.2,57.2,1,0,0,20.7,20.6,24,132
29,"0",167,65.8,2,1,1,29.5,28.3,54,196
26,"0",155,51.9,2,1,1,22.9,12.3,37,141
38,"1",184.3,94.1,1,1,1,57.9,27.4,50,244
25,"0",156,46.8,1,1,1,22.1,21.9,42,179
22,"0",162,58,1,1,1,30.2,22.1,38,153
58,"0",164.1,72.3,2,1,2,28.9,14.1,19,122
61,"1",171.6,78.7,1,0,1,40.3,22.2,47,182
34,"1",174.8,70.4,0,0,0,43.7,9.1,54,233
48,"0",152.2,58.5,2,1,1,22.4,20,20,151
25,"1",166.3,57.7,1,0,1,47,-3.2,39,214
22,"1",178,62.3,0,0,1,41,15,54,214
33,"1",176.5,84.2,1,1,1,51.9,25.2,47,250
55,"0",158.2,62.1,2,1,1,24.4,17.3,17,140
29,"1",173.7,72.6,0,0,0,5.3,17.6,53,227
30,"0",163.8,58.1,1,1,1,27.8,22.3,50,189
26,"1",172.5,61.8,0,1,2,40.2,2.4,33,156
26,"1",176.4,64.4,1,1,1,32.8,6.7,42,226
26,"1",179.4,85.9,1,1,1,62.3,25.2,48,256
21,"1",173,75,1,0,0,52.8,20,56,225
54,"1",171,77.5,1,1,2,36.5,8.2,36,176
29,"0",164.7,53.9,1,0,0,20.6,7.5,12,154
23,"0",161.6,53.7,1,1,0,29.1,22.4,46,183
34,"1",172,61,0,0,0,38.6,15,41,230
23,"0",160.6,55.5,1,0,0,25.4,15.3,52,170
26,"1",165.6,64.1,1,1,0,28.3,14.7,57,203
30,"1",160.4,48.9,1,1,1,34.5,6.6,24,179
39,"1",180,77.7,1,1,2,50.8,25,43,227
34,"1",178.1,74,0,1,1,46.6,4.7,40,262
47,"0",158.2,53.9,1,1,2,25.8,17.3,42,167
63,"1",161,68.9,1,1,1,42.2,8.7,30,162
23,"1",178.2,73.6,0,1,2,46.6,14.9,34,241
21,"1",177.7,70.7,1,1,2,45,25,55,230
40,"1",173,76.4,1,1,2,40.2,14,35,218
60,"0",151.9,59,2,1,2,20.4,7.8,0,101
59,"0",151.4,52.2,2,0,1,27.9,16.7,2,118
36,"1",178.6,86.4,1,1,2,51.6,0.7,38,192
55,"1",166,62.7,1,1,2,39.6,19,39,185
21,"0",166.6,64.9,2,1,2,28.8,23.4,61,182
29,"1",170.2,70.14,1,0,0,47.8,-0.4,54,230
21,"1",179.3,74.46,0,1,1,50.9,18,54,242
28,"1",190.6,78.8,1,1,0,41,9.5,51,242
27,"1",176.5,69.1,0,0,1,58.6,18.5,53,220
21,"1",177.6,72.4,1,0,1,49.3,7.8,49,250
58,"1",167.7,65.4,0,0,0,43.9,7.8,48,180
60,"1",166.6,59.2,1,1,1,32.3,13.5,38,185
43,"1",171.4,87.7,2,1,1,42.9,-9.2,33,195
25,"1",179.4,81.36,1,0,1,44.8,2.9,56,215
29,"0",163.1,60.9,2,0,0,31.1,10.8,32,146
24,"0",153.7,54.9,2,1,0,19.6,26.8,49,181
27,"1",174.3,77,1,0,0,36,12.3,54,213
41,"1",174.7,72.6,1,1,0,35.8,18.5,40,201
59,"0",156.4,54.8,1,0,1,20,14.7,6,108
23,"1",172.6,64.3,1,0,1,41.1,13.4,47,220
22,"0",149.9,47.2,2,0,0,20.5,9.9,21,124
32,"1",168.8,62.6,1,0,0,38,11.4,46,224
23,"0",168.8,56.1,1,1,1,34.1,24.3,42,181
49,"1",163.8,67.1,1,0,0,37,11.4,35,200
31,"1",168.2,70.5,1,1,2,39.6,19.9,66,264
54,"1",172.6,66.5,1,1,2,37,14.4,21,189
36,"1",173,71.7,1,0,1,45.1,19.6,57,228
54,"1",177.2,73,1,1,2,36.5,12.7,32,183
27,"0",169.8,58.2,1,0,0,30.1,17.5,53,151
22,"1",179.2,81.4,1,0,0,40.1,14,46,197
61,"0",159.1,71.4,2,1,2,23.6,26.2,0,98
37,"0",163,54.9,1,1,2,32.6,26.7,58,201
31,"1",172.8,77.1,0,0,1,55.3,19.2,57,225
25,"0",160.1,57.5,1,1,2,34.4,28.8,53,162
27,"0",148.8,41.3,1,0,0,18.2,20.5,24,153
60,"1",171.7,58.2,0,1,1,43.4,13.5,37,202
30,"1",167.5,65.3,1,0,0,39.8,13.7,46,235
25,"0",168,64.5,2,0,0,31.6,17.3,33,182
22,"1",171.4,70,1,1,2,39.1,8.9,47,212
24,"1",169.5,68.3,1,1,0,34.2,-1.7,37,185
60,"1",167.9,72.2,1,1,2,31.6,-20,5,134
29,"1",178.6,89.7,1,1,1,45.8,11.4,53,223
23,"0",162.5,54.4,1,0,0,33.7,-7.6,34,176
55,"1",163.1,62.1,1,1,2,36,12.9,31,173
27,"0",166.7,47.9,1,0,0,21.8,19,20,151
57,"0",152.4,52.2,2,1,1,21.8,17.8,11,197
49,"0",158.4,47.22,1,1,2,28,16,25,142
25,"1",163.2,61.8,1,1,1,42.3,9.6,48,199
23,"0",159.8,43,1,1,1,16.1,11,32,170
58,"0",155.4,60.14,2,1,1,26.3,12.5,17,129
41,"0",160.5,50.9,1,1,0,24.3,13.2,19,160
33,"1",187.7,86.2,1,1,2,54.5,30.2,50,211
35,"1",170.6,71.36,1,1,1,47,30,48,241
21,"1",171.1,65.5,1,0,2,36.8,16.4,42,203
30,"1",179.7,79.3,0,1,1,51,16,53,252
26,"1",172.7,76.1,0,0,1,58.7,18.7,59,222
50,"0",167.6,61.5,1,1,2,26.3,19.2,34,159
27,"1",170.9,76.9,1,1,1,46.2,15.8,49,226
21,"1",169.9,70.6,0,1,1,39.3,19.2,60,246
56,"1",168.1,78.9,1,1,2,42.8,6.3,36,207
45,"0",163.5,51.56,1,1,0,23.3,15.8,25,130
23,"1",181.8,87.3,1,1,2,44.4,1.2,37,129
55,"1",170.1,59.3,1,1,2,28.4,14.2,42,162
28,"1",175.8,76.9,1,1,1,38.8,12.8,57,233
40,"0",164.7,41.7,1,1,0,16.9,-7.2,7,49
60,"1",161.1,57.5,1,1,2,35.2,17.4,31,157
42,"1",173,75.7,1,1,2,41.9,12,33,220
30,"1",171.5,85.1,2,1,2,41,7.3,52,192
39,"1",167.4,89.3,1,1,1,43.9,14.8,49,218
39,"1",181.8,110.1,2,1,2,50.9,0.8,34,181
31,"1",169.8,72.5,1,1,2,45.7,17.6,42,211
25,"1",170.8,71.4,1,0,1,42.6,14.8,49,231
25,"0",166.5,53.2,1,1,0,21.6,17.6,47,174
61,"1",173,85.6,2,1,1,41.4,20.1,34,172
37,"0",160,57.6,1,1,2,28.2,19,28,102
52,"0",155.4,59.6,2,1,1,30,2.8,25,137
40,"1",173,72.1,0,1,1,46.1,3.7,46,239
63,"0",155.7,57.8,2,1,0,22.7,7.1,0,93
36,"1",172.8,84.42,1,1,1,58.2,15.7,60,243
27,"1",175.8,81.1,1,1,1,45.9,14.1,41,201
30,"1",173.9,74.02,1,1,1,57.4,22,58,243
41,"0",166.6,67.5,2,1,2,28.6,22.2,30,162
43,"0",148.2,50.2,1,1,1,27.2,23.4,59,147
26,"1",180.1,74.1,1,1,1,31.9,3.7,49,198
32,"1",173.4,80.56,1,0,1,42.9,19.3,61,228
23,"1",173,73.9,0,0,1,38,13,53,181
64,"1",169.8,58.6,0,1,2,42.8,8.5,26,168
42,"1",181.1,95.2,1,1,2,41.7,-3,35,203
25,"1",172.2,69.9,1,1,1,42,18.9,57,243
34,"0",164.5,61.2,2,1,1,12.5,12,18,160
32,"0",163.1,60.5,2,1,1,31.3,27.3,37,190
24,"1",165.7,63,1,1,1,36.3,19.8,49,201
21,"1",180.2,90.9,2,1,2,36.7,-1.3,38,223
64,"0",148.9,47.4,2,0,1,15.7,28.1,0,72
25,"1",173.8,72.8,1,1,2,48.2,12.2,52,213
25,"1",177.2,75.4,0,1,0,63.1,22.8,59,276
31,"1",186,68.9,0,1,2,49.5,27.3,53,260
35,"0",166.8,53.3,1,1,0,27.8,23,47,180
25,"1",171.3,70.4,1,1,1,36.2,-8,45,196
27,"0",156.4,47.3,1,0,0,27.9,26.3,39,172
55,"0",171.8,95.1,2,1,1,32.3,0.7,0,131
24,"1",175.3,69.6,1,1,0,33.3,22.1,55,218
24,"1",164.3,58.3,1,1,0,26.9,1.1,41,183
23,"0",161.9,50.6,1,1,0,36.5,25.5,47,172
60,"1",161.5,59.5,1,1,2,42.3,10.6,39,175
26,"1",171.3,82.8,1,1,1,46.9,17.2,61,227
38,"1",171.8,94.2,2,1,2,42.5,0.4,38,169
22,"0",162.5,64.1,2,1,1,17.4,21.4,25,129
58,"0",163.7,65,2,0,1,29.3,15,13,140
38,"1",171.1,68.3,1,1,1,35.1,10,41,222
25,"1",175.1,71,1,1,2,53.1,7.5,49,227
27,"1",174.4,71.8,0,1,1,55.9,30.7,59,259
23,"0",166.3,68.1,2,1,0,25.9,25.2,40,190
28,"1",179.5,73.3,1,0,0,40.8,4.5,43,225
50,"0",162.1,59.6,2,1,1,27.9,3.5,23,149
55,"1",162,57.4,1,1,1,37.4,12.5,48,185
30,"1",172.6,102.7,1,1,2,57.5,11.2,48,246
35,"1",180,76.7,1,1,2,53.6,21.3,45,242
21,"1",173.2,65.2,1,0,1,35.2,12.3,50,208
56,"0",150.1,54.4,2,1,1,21.3,16.2,15,129
42,"0",157.9,48.5,1,0,0,31.7,24.3,41,186
29,"0",164.1,70.5,1,1,1,41.3,19.8,56,211
40,"1",173.9,74.8,1,1,1,55.1,16.2,33,218
22,"1",186.6,111.8,1,1,1,54.7,14.3,50,222
26,"0",156.5,45.6,1,0,0,24.5,20.6,51,176
24,"0",159.3,68.9,2,0,1,24.5,19.3,30,168
61,"0",157.8,55.4,2,0,0,23.2,14.1,2,148
21,"1",175,78.5,1,1,2,24.6,3.8,45,217
27,"1",171.1,78,1,1,1,37.7,17.3,53,214
23,"1",170.3,66.1,1,0,1,36.9,11.1,46,210
64,"1",167.9,69.4,1,1,2,31.6,19.5,32,181
50,"0",158.1,53,1,1,1,24.5,19.5,45,154
21,"0",164,58.2,1,1,2,24.4,25.7,45,173
29,"1",168.1,64.3,1,1,1,42.7,15.7,60,233
32,"1",178.6,86.4,1,1,1,51.9,17.9,41,205
23,"0",164.7,50.5,1,0,0,29.1,11.3,15,157
21,"1",176.7,68.6,0,0,0,48.2,18.7,51,236
24,"1",173.9,58.4,1,1,1,31.2,12.8,38,210
59,"1",163.7,61,1,1,1,43.1,19.4,49,209
43,"1",175.7,67.3,0,0,1,41.3,17.7,44,217
27,"0",159.6,43.5,1,0,0,23.7,23.4,45,155
21,"0",160.6,64.88,2,0,1,30.5,22.1,35,160
57,"1",161.2,69.5,1,1,2,42.4,8.8,24,183
22,"0",168.9,57.68,1,1,2,22.7,20.9,40,171
60,"0",161.2,61.6,2,1,2,24.1,7.5,10,124
49,"0",153.8,53.8,2,1,0,26.7,12.8,3,101
50,"1",162.7,59.3,1,1,1,41.9,15.9,39,158
26,"1",162.6,81.1,2,1,0,41.1,10.7,53,194
62,"1",153.4,56.5,1,1,2,31.6,12.9,26,160
51,"0",162,47,0,1,0,20.5,23.2,32,149
60,"0",156.7,57.2,1,0,1,23.8,18.8,20,126
24,"1",171.6,69,1,0,0,50.4,7.3,53,192
37,"1",167.9,70.7,1,1,1,29.9,8.8,40,206
22,"1",170,58.2,0,0,0,38.3,8.2,53,186
40,"1",182.8,97.6,1,1,0,42.2,13.1,57,206
63,"1",163.1,61.5,1,0,0,36.3,9.7,22,178
21,"1",178.5,81,1,1,1,41,20.6,46,230
22,"1",172,66.8,1,1,1,46.1,22.5,55,200
32,"1",175.6,79,1,1,1,44.3,16.4,56,221
26,"0",170.8,56.1,1,0,0,35.4,25.6,46,195
64,"0",144,55.3,2,0,1,19.4,4,4,110
64,"1",163.7,65.8,2,1,2,27.7,13,20,106
21,"0",159.2,58.3,2,0,0,26.6,28,43,164
32,"0",151.6,54,2,1,0,33.3,21.3,42,160
35,"1",166.7,71.2,1,1,1,39.9,20.7,47,225
25,"1",182.5,75.2,0,1,2,53.9,23.4,49,221
58,"1",172.5,74.2,2,1,2,35.3,17.1,31,161
50,"0",155.2,61.2,2,1,2,28.2,23.1,37,140
25,"0",161,58.3,2,0,0,25.3,25,37,147
39,"0",164,67,2,1,0,27.8,20,33,160
52,"1",165.5,67.7,1,1,2,37.3,9.6,30,193
21,"1",179.4,103.3,1,1,2,51.6,5.9,40,218
22,"0",166.1,61,1,1,1,33,30.7,44,209
37,"1",169.7,68.4,1,1,2,38.3,7.4,55,197
45,"1",166,57.6,1,0,1,36.7,12.5,38,199
48,"0",161.5,60.6,1,1,0,29.9,20.2,32,156
57,"1",171.8,75.3,1,1,0,30.8,13.8,35,197
30,"1",190.6,138.1,2,1,1,52.3,4.3,30,181
40,"1",166.7,64.7,1,1,1,37.3,21.2,42,221
40,"0",163.1,65.6,1,1,1,28.7,16.9,30,154
31,"1",172.2,73.4,1,1,1,49,20.7,46,220
22,"1",185.4,91.5,1,1,1,52.9,-6.5,52,239
29,"1",174.3,77.2,1,1,1,49.1,15.5,55,240
25,"0",160,56.2,1,0,0,26,23.8,47,178
25,"1",176.3,68.1,1,1,0,31.8,-5.8,30,165
60,"1",168.7,67.9,0,0,1,47,16.3,51,196
62,"1",169.1,70.9,1,1,2,42.1,14.6,46,204
36,"1",167.9,73.6,1,0,1,37.8,9.6,53,244
35,"1",188.5,87.3,1,1,2,44.2,6.9,39,217
24,"1",172.2,72.7,1,1,1,56.6,24.5,55,254
31,"1",183.6,80.5,1,1,1,40.4,-1.8,59,212
34,"0",166.7,59.1,1,0,0,29.3,21.6,31,153
26,"1",183.6,91.6,1,0,1,52.7,14.7,39,209
24,"0",158.6,47.7,1,0,0,25.5,24.9,35,145
28,"1",170.5,71.6,1,1,2,49.4,17,52,220
26,"1",175.3,66.3,0,1,1,51.1,19.2,51,249
26,"0",155,46.2,1,0,0,26,23.2,39,180
31,"1",181.1,64.2,1,1,2,46.4,17.4,52,201
25,"1",173.4,67.3,1,1,1,44.5,16.4,52,225
22,"0",160.1,52.7,2,1,1,24.2,26.6,47,188
36,"0",154.7,52.4,1,1,0,29.4,22.5,60,149
27,"0",165.6,58,1,0,0,32.2,26.5,39,171
22,"0",169.3,58.4,1,0,1,27.1,12.9,27,169
40,"1",168.8,68.8,1,1,0,48,11.4,47,220
28,"0",158.9,56.5,2,1,1,27.5,16.5,50,130
34,"1",177.7,68.1,1,0,1,37.1,7.3,39,189
52,"1",167.4,65.6,1,1,0,34.3,17.8,31,172
28,"1",161.9,68.32,1,1,0,38.8,12,42,190
22,"1",172.2,78.7,1,1,1,49.3,17.2,57,233
43,"0",161.5,53,2,0,0,27.1,12.7,22,150
61,"0",154.6,50.56,1,0,0,25.6,18.7,10,103
29,"1",172.5,74.9,1,1,1,51.8,11.3,39,235
25,"1",175.2,58.1,1,1,1,54.8,9,40,208
47,"0",164.9,60.7,1,1,2,20.7,2,11,152
60,"1",166.9,62.6,1,1,1,12.2,16.2,29,209
40,"1",172,61.8,0,1,1,44,15.4,58,192
21,"1",168.7,70.1,1,1,1,41.3,9.8,32,213
57,"1",173.3,67.1,0,1,2,44.8,25.2,47,215
25,"1",175.9,65.02,0,1,1,39.4,15.1,54,227
23,"1",174.4,82.4,1,1,1,48.6,13.7,48,225
41,"1",180.3,79.7,1,1,0,45.7,13,50,208
22,"1",171.4,72,0,1,1,44.9,23.6,66,233
64,"1",172,72,1,1,1,40.8,5.5,36,167
30,"1",172.9,76.2,1,1,2,47.9,20.9,55,241
22,"0",162.5,53.8,1,1,1,30.8,24.6,44,201
27,"1",166.3,70.7,1,1,1,40.2,5.7,51,211
21,"1",180.3,86.4,2,1,1,37,1.2,29,191
41,"1",172.8,75.2,1,1,1,48.7,8.3,30,212
44,"0",159.9,49.8,1,1,1,13.3,25.5,19,153
63,"0",159.4,60.9,1,1,2,26.6,27,20,130
60,"0",154.8,55.92,1,1,2,24.3,15.7,33,122
51,"1",179.7,84.4,1,1,1,49.5,8.9,38,199
22,"1",183.5,71.4,1,1,1,34.7,-10.1,44,208
29,"0",160.5,56.4,2,1,1,26,19.8,56,173
57,"0",164.8,52.2,1,1,1,21.9,19.5,20,186
28,"0",165.7,69.3,2,0,0,33,21.1,40,192
53,"1",171.6,61.2,1,1,1,38.4,20.8,44,211
21,"1",175.1,71.4,1,0,0,39.6,28.6,57,241
25,"0",176,76,2,1,1,38.7,10.2,40,179
24,"1",172.5,72.5,1,1,2,43.1,17.8,63,239
48,"1",175.7,91.4,1,1,2,47.7,2.7,37,172
44,"1",168.3,74.6,1,1,1,50.1,17.7,33,192
45,"0",160.6,59.2,2,0,0,19.9,25.4,19,91
30,"1",168.3,68,1,1,1,41.6,26.6,54,208
21,"1",180.1,76.9,1,1,2,48.6,9.1,50,223
23,"0",163.7,54.5,1,1,1,29.1,15.2,43,167
43,"0",158.7,65.4,1,1,2,33,25.2,42,182
40,"0",153.8,50.8,1,0,0,23.7,18.2,29,156
21,"0",161.1,65.72,2,1,0,32.6,17.6,30,166
27,"0",162.9,58.7,1,1,1,31.4,31.1,48,186
31,"1",169.1,68,1,1,1,41.5,14.6,57,216
63,"0",154,56.3,2,1,1,27.4,23.3,26,156
29,"1",177.1,77.4,1,1,2,61,23,61,282
38,"0",162.6,59.6,1,1,1,30.3,20,36,164
49,"0",159,61,2,0,0,22.6,10.8,10,134
25,"1",171.3,79.6,1,1,1,43.8,8,52,239
28,"1",182.4,88.2,0,1,2,55.3,28.4,43,214
44,"0",164.3,53.9,1,1,0,29.5,14.3,23,133
21,"0",169.8,54.4,1,1,0,24.2,-9.6,27,123
58,"1",164.3,86,2,1,2,40.9,-0.8,23,127
25,"0",165.9,50.1,1,0,0,26.4,24.5,36,183
24,"1",171.2,90.6,1,1,2,57.3,18.3,52,227
29,"1",176.1,81.6,1,1,1,57.1,24.1,65,242
34,"0",158.5,58.9,1,0,0,27,21.3,25,159
51,"0",155.8,66.2,2,1,2,27.4,19.2,28,114
21,"0",166.1,98.7,2,1,1,35.4,19.7,39,180
57,"0",159.7,52.5,1,1,1,25.9,17.8,17,134
